Date Purchased,Quantity,Card,Subject,Year,Set,Variation,Number,Category,Condition,Investment,Current Value,Potential Profit,Graded Cert #,Population,Notes
08/12/2026,1,1971 1971 Topps Football Pin-Ups Andy Russell #2 Raw,Andy Russell,1971,1971 Topps Football Pin-Ups,,2,Football,,100,4.84,-95.16,,,Scout & Steward | FBPU_0011
08/12/2026,1,1971 1971 Topps Football Pin-Ups Fran Tarkenton Football Pin-Ups #5 Raw,Fran Tarkenton,1971,1971 Topps Football Pin-Ups,Football Pin-Ups,5,Football,,100,1.68,-98.32,,,Scout & Steward | FBPU_0012
08/12/2026,1,1971 1971 Topps Football Pin-Ups Bob Hayes Football Pin-Ups #11 Raw,Bob Hayes,1971,1971 Topps Football Pin-Ups,Football Pin-Ups,11,Football,,100,4.02,-95.98,,,Scout & Steward | FBPU_0013
08/12/2026,1,1971 1971 Topps Football Pin-Ups Roman Gabriel Football Pin-Ups #8 Raw,Roman Gabriel,1971,1971 Topps Football Pin-Ups,Football Pin-Ups,8,Football,,100,5.36,-94.64,,,Scout & Steward | FBPU_0014
08/12/2026,1,1995 NBA Hoops Glen Rice 3 Triple Threat Raw,Glen Rice,1995,NBA Hoops,3 Triple Threat,,Basketball,,100,1.23,-98.77,,,Scout & Steward | MISC_001_A_0001_01
08/12/2026,1,1995 NBA Hoops Glen Rice 3 Triple Threat Raw,Glen Rice,1995,NBA Hoops,3 Triple Threat,,Basketball,,100,1.23,-98.77,,,Scout & Steward | MISC_001_A_0001_02
08/12/2026,1,1995 NBA Hoops Kenny Anderson Buzzer Beater Raw,Kenny Anderson,1995,NBA Hoops,Buzzer Beater,,Basketball,,0,1.22,1.22,,,Scout & Steward | MISC_001_A_0002_01
08/12/2026,1,1995 NBA Hoops Kenny Anderson Buzzer Beater Raw,Kenny Anderson,1995,NBA Hoops,Buzzer Beater,,Basketball,,100,1.22,-98.78,,,Scout & Steward | MISC_001_A_0002_02
08/12/2026,1,1995 NBA Hoops Rony Seikaly #336 Raw,Rony Seikaly,1995,NBA Hoops,,336,Basketball,,100,0.69,-99.31,,,Scout & Steward | MISC_001_A_0003_01
08/12/2026,1,1995 NBA Hoops Rony Seikaly #336 Raw,Rony Seikaly,1995,NBA Hoops,,336,Basketball,,100,0.69,-99.31,,,Scout & Steward | MISC_001_A_0003_02
08/12/2026,1,1995 NBA Hoops Jason Kidd Sizzlin' Sophs Raw,Jason Kidd,1995,NBA Hoops,Sizzlin' Sophs,,Basketball,,100,0.43,-99.57,,,Scout & Steward | MISC_001_A_0004_01
08/12/2026,1,1995 NBA Hoops Jason Kidd Sizzlin' Sophs Raw,Jason Kidd,1995,NBA Hoops,Sizzlin' Sophs,,Basketball,,100,0.43,-99.57,,,Scout & Steward | MISC_001_A_0004_02
08/12/2026,1,1995 NBA Hoops A.C. Green Milestones Raw,A.C. Green,1995,NBA Hoops,Milestones,,Basketball,,100,100.00,0.00,,,Scout & Steward | MISC_001_A_0005_01
08/12/2026,1,1995 NBA Hoops A.C. Green Milestones Raw,A.C. Green,1995,NBA Hoops,Milestones,,Basketball,,100,100.00,0.00,,,Scout & Steward | MISC_001_A_0005_02
08/12/2026,1,1995 NBA Hoops Vin Baker Raw,Vin Baker,1995,NBA Hoops,,,Basketball,,0,1.22,1.22,,,Scout & Steward | MISC_001_A_0006_01
08/12/2026,1,1995 NBA Hoops Vin Baker Raw,Vin Baker,1995,NBA Hoops,,,Basketball,,0,1.22,1.22,,,Scout & Steward | MISC_001_A_0006_02
08/12/2026,1,1994 Stadium Club Michael Barrow Commemorative Issue '94 #0 Raw,Michael Barrow,1994,Stadium Club,Commemorative Issue '94,0,Football,,100,2.29,-97.71,,,Scout & Steward | MISC_001_B_0008_01
08/12/2026,1,1994 Collector's Choice Roberto Alomar; Frank Thomas You Crash the Deck Raw,Roberto Alomar; Frank Thomas,1994,Collector's Choice,You Crash the Deck,,Baseball,,100,0.66,-99.34,,,Scout & Steward | MISC_001_B_0008_02
08/12/2026,1,1994 Collector's Choice Barry Bonds Up Close & Personal #632 Raw,Barry Bonds,1994,Collector's Choice,Up Close & Personal,632,Baseball,,100,2.86,-97.14,,,Scout & Steward | MISC_001_B_0009_01
08/12/2026,1,1995 Topps Lyle Mouton; Mariano Rivera On Deck #130T Raw,Lyle Mouton; Mariano Rivera,1995,Topps,On Deck,130T,Baseball,,100,3.64,-96.36,,,Scout & Steward | MISC_001_B_0009_02
08/12/2026,1,1994 Topps Checklist Series II Checklist #792 Raw,Checklist,1994,Topps,Series II Checklist,792,Baseball,,100,4.83,-95.17,,,Scout & Steward | MISC_001_B_0010_01
08/12/2026,1,1994 Topps Checklist Series II Checklist #791 Raw,Checklist,1994,Topps,Series II Checklist,791,Baseball,,100,1.46,-98.54,,,Scout & Steward | MISC_001_B_0010_02
08/12/2026,1,1994 Upper Deck Top Prospects Mike Bell #542 Raw,Mike Bell,1994,Upper Deck Top Prospects,,542,Baseball,,100,2.71,-97.29,,,Scout & Steward | MISC_001_B_0011_01
08/12/2026,1,1994 Upper Deck Top Prospects Johnny Damon #546 Raw,Johnny Damon,1994,Upper Deck Top Prospects,,546,Baseball,,100,1.06,-98.94,,,Scout & Steward | MISC_001_B_0011_02
08/12/2026,1,1981 Topps Baseball George Brett A.L. All-Star #700 Raw,George Brett,1981,Topps Baseball,A.L. All-Star,700,Baseball,,0,1.23,1.23,,,Scout & Steward | MISC_001_C_0001_01
08/12/2026,1,1993 The Upper Deck Looss Collection George Brett #WI 22 Raw,George Brett,1993,The Upper Deck Looss Collection,,WI 22,Baseball,,0,2.47,2.47,,,Scout & Steward | MISC_001_C_0001_02
08/12/2026,1,1994 Topps Curtis Pride Shawn Green Mark Sweeney Eddie Davis Prospects #237 Raw,Curtis Pride Shawn Green Mark Sweeney Eddie Davis,1994,Topps,Prospects,237,Baseball,,0,2.34,2.34,,,Scout & Steward | T_001_A_003_237
08/12/2026,1,1994 Topps Luis Ortiz David Bell Jason Giambi George Arias Prospects #389 Raw,Luis Ortiz David Bell Jason Giambi George Arias,1994,Topps,Prospects,389,Baseball,,0,0.82,0.82,,,Scout & Steward | T_001_A_003_389
08/12/2026,1,1994 Topps Greg Pirkl Roberto Petagine D. J. Boston Shawn Wooten Prospects #448 Raw,Greg Pirkl Roberto Petagine D. J. Boston Shawn Wooten,1994,Topps,Prospects,448,Baseball,,0,1.59,1.59,,,Scout & Steward | T_001_A_003_448
08/12/2026,1,1994 Topps Norberto Martin Ruben Santana Jason Hardtke Chris Sexton Prospects #527 Raw,Norberto Martin Ruben Santana Jason Hardtke Chris Sexton,1994,Topps,Prospects,527,Baseball,,0,3.14,3.14,,,Scout & Steward | T_001_A_003_527
08/12/2026,1,1994 Topps Frank Thomas Fred McGriff 1993 Topps All-Stars #384 Raw,Frank Thomas Fred McGriff,1994,Topps,1993 Topps All-Stars,384,Baseball,,0,0.49,0.49,,,Scout & Steward | T_001_B_007_384
08/12/2026,1,1994 Topps Roberto Alomar Robby Thompson 1993 Topps All-Stars #385 Raw,Roberto Alomar Robby Thompson,1994,Topps,1993 Topps All-Stars,385,Baseball,,0,1.24,1.24,,,Scout & Steward | T_001_B_007_385
08/12/2026,1,1994 Topp Wade Boggs Matt Williams 1993 Topps All-Stars #386 Raw,Wade Boggs Matt Williams,1994,Topp,1993 Topps All-Stars,386,Baseball,,0,1.07,1.07,,,Scout & Steward | T_001_B_007_386
08/12/2026,1,1994 Topps Cal Ripken Jeff Blauser 1993 Topps All-Stars #387 Raw,Cal Ripken Jeff Blauser,1994,Topps,1993 Topps All-Stars,387,Baseball,,0,1.15,1.15,,,Scout & Steward | T_001_B_007_387
08/12/2026,1,1993 1993 Finest Edgar Martinez #190 Raw,Edgar Martinez,1993,1993 Finest,,190,Baseball,,100,2.06,-97.94,,,Scout & Steward | T_001_C_009_01
08/12/2026,1,1993 1993 Finest Bret Saberhagen #53 Raw,Bret Saberhagen,1993,1993 Finest,,53,Baseball,,100,563.94,463.94,,,Scout & Steward | T_001_C_009_02
08/12/2026,1,1993 1993 Finest Len Dykstra #177 Raw,Len Dykstra,1993,1993 Finest,,177,Baseball,,100,0.99,-99.01,,,Scout & Steward | T_001_C_009_03
08/12/2026,1,1993 1993 Finest Jose Guzman #145 Raw,Jose Guzman,1993,1993 Finest,,145,Baseball,,0,46.89,46.89,,,Scout & Steward | T_001_C_009_04
08/12/2026,1,1994 1994 Topps Barry Bonds Measures of Greatness #605 Raw,Barry Bonds,1994,1994 Topps,Measures of Greatness,605,Baseball,,0,1.15,1.15,,,Scout & Steward | T_001_D_015_01
08/12/2026,1,1994 1994 Topps Kirby Puckett Measures of Greatness #607 Raw,Kirby Puckett,1994,1994 Topps,Measures of Greatness,607,Baseball,,100,62.12,-37.88,,,Scout & Steward | T_001_D_015_02
08/12/2026,1,1994 1994 Topps Wade Boggs Measures of Greatness #603 Raw,Wade Boggs,1994,1994 Topps,Measures of Greatness,603,Baseball,,0,1.58,1.58,,,Scout & Steward | T_001_D_015_03
08/12/2026,1,1994 1994 Topps Frank Thomas Measures of Greatness #601 Raw,Frank Thomas,1994,1994 Topps,Measures of Greatness,601,Baseball,,100,22.54,-77.46,,,Scout & Steward | T_001_D_015_04
08/12/2026,1,1994 Topps Jose Valentin Future Star #251 Raw,Jose Valentin,1994,Topps,Future Star,251,baseball,,0,1.84,1.84,,,Scout & Steward | T_001_E_017_01
08/12/2026,1,1994 Topps Scott Ruffcorn Future Star #356 Raw,Scott Ruffcorn,1994,Topps,Future Star,356,baseball,,100,1.31,-98.69,,,Scout & Steward | T_001_E_017_02
08/12/2026,1,1994 Topps Calvin Reese Future Star #278 Raw,Calvin Reese,1994,Topps,Future Star,278,baseball,,100,3.62,-96.38,,,Scout & Steward | T_001_E_017_03
08/12/2026,1,1994 Topps Nigel Wilson Future Star #341 Raw,Nigel Wilson,1994,Topps,Future Star,341,baseball,,100,2.29,-97.71,,,Scout & Steward | T_001_E_017_04
08/12/2026,1,1994 Topps Cliff Floyd Future Star #259 Raw,Cliff Floyd,1994,Topps,Future Star,259,baseball,,100,3.91,-96.09,,,Scout & Steward | T_001_E_018_04
08/12/2026,1,1994 Topps Matt Walbeck Future Star #329 Raw,Matt Walbeck,1994,Topps,Future Star,329,baseball,,100,1.85,-98.15,,,Scout & Steward | T_001_E_019_01
08/12/2026,1,1994 Topps Eric Helfand Future Star #363 Raw,Eric Helfand,1994,Topps,Future Star,363,baseball,,100,1.56,-98.44,,,Scout & Steward | T_001_E_019_02
08/12/2026,1,1994 Topps Butch Huskey Future Stars #179 Raw,Butch Huskey,1994,Topps,Future Stars,179,Baseball,,0,1.54,1.54,,,Scout & Steward | T_001_E_019_03
08/12/2026,1,1994 Topps Tim Davis Future Stars #167 Raw,Tim Davis,1994,Topps,Future Stars,167,Baseball,,100,1.64,-98.36,,,Scout & Steward | T_001_E_019_04
08/12/2026,1,1994 Topps Ray McDavid Future Stars #152 Raw,Ray McDavid,1994,Topps,Future Stars,152,Baseball,,0,0.01,0.01,,,Scout & Steward | T_001_E_020_01
08/12/2026,1,1994 Topps Danny Miceli Future Stars #224 Raw,Danny Miceli,1994,Topps,Future Stars,224,Baseball,,100,2.00,-98.00,,,Scout & Steward | T_001_E_020_02
08/12/2026,1,1994 Topps Rich Becker Future Stars #71 Raw,Rich Becker,1994,Topps,Future Stars,71,Baseball,,100,1.04,-98.96,,,Scout & Steward | T_001_E_020_03
08/12/2026,1,1994 Topps Billy Ashley Future Stars #53 Raw,Billy Ashley,1994,Topps,Future Stars,53,Baseball,,100,1.46,-98.54,,,Scout & Steward | T_001_E_020_04
08/12/2026,1,1994 Topps Tony Longmire Future Stars #28 Raw,Tony Longmire,1994,Topps,Future Stars,28,Baseball,,100,22.66,-77.34,,,Scout & Steward | T_001_E_021_01
08/12/2026,1,1994 Topps Todd Jones Future Stars #97 Raw,Todd Jones,1994,Topps,Future Stars,97,Baseball,,100,2.96,-97.04,,,Scout & Steward | T_001_E_021_02
08/12/2026,1,1994 Topps Alex Gonzalez Future Stars #67 Raw,Alex Gonzalez,1994,Topps,Future Stars,67,Baseball,,100,1.70,-98.30,,,Scout & Steward | T_001_E_021_03
08/12/2026,1,1994 Topps Paul Carey Future Star #4 Raw,Paul Carey,1994,Topps,Future Star,4,Baseball,,0,1.76,1.76,,,Scout & Steward | T_001_E_021_04
08/12/2026,1,1994 Topps Kelly Wunsch Draft Pick #210 Raw,Kelly Wunsch,1994,Topps,Draft Pick,210,Baseball,,0,1.72,1.72,,,Scout & Steward | T_001_F_023_01
08/12/2026,1,1994 1994 Topps Baseball Andy Rice 1993 Draft Pick #208 Raw,Andy Rice,1994,1994 Topps Baseball,1993 Draft Pick,208,Baseball,,0,2.32,2.32,,,Scout & Steward | T_001_F_023_02
08/12/2026,1,1994 1994 Topps Baseball Brooks Kieschnick 1993 Draft Pick #205 Raw,Brooks Kieschnick,1994,1994 Topps Baseball,1993 Draft Pick,205,Baseball,,100,7.06,-92.94,,,Scout & Steward | T_001_F_023_03
08/12/2026,1,1994 1994 Topps Baseball Jeremy Lee 1993 Draft Pick #206 Raw,Jeremy Lee,1994,1994 Topps Baseball,1993 Draft Pick,206,Baseball,,100,1.70,-98.30,,,Scout & Steward | T_001_F_023_04
08/12/2026,1,1994 1994 Topps Baseball Charles Peterson 1993 Draft Pick #207 Raw,Charles Peterson,1994,1994 Topps Baseball,1993 Draft Pick,207,Baseball,,100,3.50,-96.50,,,Scout & Steward | T_001_F_024_01
08/12/2026,1,1994 1994 Topps Baseball Billy Wagner 1993 Draft Pick #209 Raw,Billy Wagner,1994,1994 Topps Baseball,1993 Draft Pick,209,Baseball,,100,4.08,-95.92,,,Scout & Steward | T_001_F_024_02
08/12/2026,1,1994 1994 Topps Baseball Josue Estrada 1993 Draft Pick #741 Raw,Josue Estrada,1994,1994 Topps Baseball,1993 Draft Pick,741,Baseball,,0,0.01,0.01,,,Scout & Steward | T_001_F_024_03
08/12/2026,1,1994 1994 Topps Baseball Mike Bell 1993 Draft Pick #201 Raw,Mike Bell,1994,1994 Topps Baseball,1993 Draft Pick,201,Baseball,,100,0.01,-99.99,,,Scout & Steward | T_001_F_024_04
08/12/2026,1,1995 1995 Topps Baseball Edgar Martinez Cyberstats #55 Raw,Edgar Martinez,1995,1995 Topps Baseball,Cyberstats,55,Baseball,,0,15.00,15.00,,,Scout & Steward | T_001_G_026_01
08/12/2026,1,1995 1995 Topps Tony Gwynn Albert Belle Topps All Stars #389 Raw,Tony Gwynn Albert Belle,1995,1995 Topps,Topps All Stars,389,Baseball,,0,1.55,1.55,,,Scout & Steward | T_001_G_026_02
08/12/2026,1,1995 1995 Topps Baseball Rafael Palmeiro Cyberstats #80 Raw,Rafael Palmeiro,1995,1995 Topps Baseball,Cyberstats,80,Baseball,,100,59.99,-40.01,,,Scout & Steward | T_001_G_026_03
08/12/2026,1,1995 1995 Topps Baseball Wade Boggs Cyberstats #100 Raw,Wade Boggs,1995,1995 Topps Baseball,Cyberstats,100,Baseball,,0,2.24,2.24,,,Scout & Steward | T_001_G_026_04
08/12/2026,1,1995 1995 Topps Baseball Jeff Montgomery Cyberstats #119 Raw,Jeff Montgomery,1995,1995 Topps Baseball,Cyberstats,119,Baseball,,100,0.75,-99.25,,,Scout & Steward | T_001_G_027_01
08/12/2026,1,1995 1995 Topps Matt Williams Wade Boggs Topps All Stars #386 Raw,Matt Williams Wade Boggs,1995,1995 Topps,Topps All Stars,386,Baseball,,0,2.10,2.10,,,Scout & Steward | T_001_G_027_02
08/12/2026,1,1995 1995 Topps Baseball Ruben Sierra Cyberstats #310 Raw,Ruben Sierra,1995,1995 Topps Baseball,Cyberstats,310,Baseball,,100,2.42,-97.58,,,Scout & Steward | T_001_G_027_03
08/12/2026,1,1994 1994 Topps Baseball Frank Thomas Cyberstats #7 Raw,Frank Thomas,1994,1994 Topps Baseball,Cyberstats,7,Baseball,,100,4.58,-95.42,,,Scout & Steward | T_001_G_027_04
08/12/2026,1,1994 Topps Jerry DiPoto Julian Tavarez Coming Attractions #767 Raw,Jerry DiPoto Julian Tavarez,1994,Topps,Coming Attractions,767,Baseball,,0,0.87,0.87,,,Scout & Steward | T_001_H_028_01
08/12/2026,1,1994 Topps Mark Holzemer Paul Shuey Coming Attractions #765 Raw,Mark Holzemer Paul Shuey,1994,Topps,Coming Attractions,765,Baseball,,100,100.00,0.00,,,Scout & Steward | T_001_H_028_02
08/12/2026,1,1994 1994 Topps James Baldwin Rod Bolton Coming Attractions #766 Raw,James Baldwin Rod Bolton,1994,1994 Topps,Coming Attractions,766,Baseball,,0,1.93,1.93,,,Scout & Steward | T_001_H_028_03
08/12/2026,1,1994 Topps Chipper Jones Ryan Klesko Coming Attractions #777 Raw,Chipper Jones Ryan Klesko,1994,Topps,Coming Attractions,777,Baseball,,0,1.06,1.06,,,Scout & Steward | T_001_H_028_04
08/12/2026,1,1994 Topps Danny Bautista Sean Bergman Coming Attractions #768 Raw,Danny Bautista Sean Bergman,1994,Topps,Coming Attractions,768,Baseball,,0,16.62,16.62,,,Scout & Steward | T_001_H_029_01
08/12/2026,1,1994 1994 Topps Baseball Bob Hamelin / Joe Vitiello Coming Attractions #769 Raw,Bob Hamelin / Joe Vitiello,1994,1994 Topps Baseball,Coming Attractions,769,Baseball,,0,3.04,3.04,,,Scout & Steward | T_001_H_029_02
08/12/2026,1,1994 1994 Topps Baseball Mark Kiefer / Troy O'Leary Coming Attractions #770 Raw,Mark Kiefer / Troy O'Leary,1994,1994 Topps Baseball,Coming Attractions,770,Baseball,,0,0.27,0.27,,,Scout & Steward | T_001_H_029_03
08/12/2026,1,1994 Topps Kurt Abbott Miguel Jimenez Coming Attractions #773 Raw,Kurt Abbott Miguel Jimenez,1994,Topps,Coming Attractions,773,Baseball,,0,0.12,0.12,,,Scout & Steward | T_001_H_029_04
08/12/2026,1,1994 Topps Denny Hocking Oscar Munoz Coming Attractions #771 Raw,Denny Hocking Oscar Munoz,1994,Topps,Coming Attractions,771,Baseball,,0,1.24,1.24,,,Scout & Steward | T_001_H_030_01
08/12/2026,1,1994 Topps Rikkert Faneyte JR Phillips Coming Attractions #790 Raw,Rikkert Faneyte JR Phillips,1994,Topps,Coming Attractions,790,Baseball,,100,0.07,-99.93,,,Scout & Steward | T_001_H_030_02
08/12/2026,1,1994 Topps Cory Bailey Scott Hatteberg Coming Attractions #764 Raw,Cory Bailey Scott Hatteberg,1994,Topps,Coming Attractions,764,Baseball,,0,0.71,0.71,,,Scout & Steward | T_001_H_030_03
08/12/2026,1,1994 1994 Topps Baseball Russ Davis / Brien Taylor Coming Attractions #772 Raw,Russ Davis / Brien Taylor,1994,1994 Topps Baseball,Coming Attractions,772,Baseball,,0,1.30,1.30,,,Scout & Steward | T_001_H_030_04
08/12/2026,1,1994 1994 Topps Baseball Rich Aude / Midre Cummings Coming Attractions #787 Raw,Rich Aude / Midre Cummings,1994,1994 Topps Baseball,Coming Attractions,787,Baseball,,0,2.01,2.01,,,Scout & Steward | T_001_H_031_01
08/12/2026,1,1994 1994 Topps Baseball Brian Johnson / Scott Sanders Coming Attractions #789 Raw,Brian Johnson / Scott Sanders,1994,1994 Topps Baseball,Coming Attractions,789,Baseball,,0,1.27,1.27,,,Scout & Steward | T_001_H_031_02
08/12/2026,1,1994 1994 Topps Baseball Kevin Foster / Gene Schall Coming Attractions #786 Raw,Kevin Foster / Gene Schall,1994,1994 Topps Baseball,Coming Attractions,786,Baseball,,0,20.25,20.25,,,Scout & Steward | T_001_H_031_03
08/12/2026,1,1994 1994 Topps Baseball Brian Barber / Richard Batchelor Coming Attractions #788 Raw,Brian Barber / Richard Batchelor,1994,1994 Topps Baseball,Coming Attractions,788,Baseball,,0,1.86,1.86,,,Scout & Steward | T_001_H_031_04
08/12/2026,1,1994 1994 Topps Baseball Johnny Ruffin / Jerry Spradlin Coming Attractions Raw,Johnny Ruffin / Jerry Spradlin,1994,1994 Topps Baseball,Coming Attractions,,Baseball,,0,1.73,1.73,,,Scout & Steward | T_001_H_032_01
08/12/2026,1,1994 1994 Topps Baseball Jon Shave / Desi Wilson Coming Attractions #775 Raw,Jon Shave / Desi Wilson,1994,1994 Topps Baseball,Coming Attractions,775,Baseball,,0,12.74,12.74,,,Scout & Steward | T_001_H_032_02
08/12/2026,1,1994 Topps Kevin King Erik Plantenberg Coming Attractions #774 Raw,Kevin King Erik Plantenberg,1994,Topps,Coming Attractions,774,Baseball,,100,0.08,-99.92,,,Scout & Steward | T_001_H_032_03
08/12/2026,1,1994 1994 Topps Baseball John O'Donoghue / Mike Oquist Coming Attractions #763 Raw,John O'Donoghue / Mike Oquist,1994,1994 Topps Baseball,Coming Attractions,763,Baseball,,0,1.30,1.30,,,Scout & Steward | T_001_H_032_04
08/12/2026,1,1994 1994 Topps Baseball Gabe White / Rondell White Coming Attractions #784 Raw,Gabe White / Rondell White,1994,1994 Topps Baseball,Coming Attractions,784,Baseball,,0,0.57,0.57,,,Scout & Steward | T_001_H_033_01
08/12/2026,1,1994 1994 Topps Baseball Gary Mota / James Mouton Coming Attractions #782 Raw,Gary Mota / James Mouton,1994,1994 Topps Baseball,Coming Attractions,782,Baseball,,0,0.11,0.11,,,Scout & Steward | T_001_H_033_02
08/12/2026,1,1994 1994 Topps Baseball Raul Mondesi / Ben Van Ryn Coming Attractions #783 Raw,Raul Mondesi / Ben Van Ryn,1994,1994 Topps Baseball,Coming Attractions,783,Baseball,,0,2.11,2.11,,,Scout & Steward | T_001_H_033_03
08/12/2026,1,1994 1994 Topps Baseball Carl Everett / Dave Weathers Coming Attractions #781 Raw,Carl Everett / Dave Weathers,1994,1994 Topps Baseball,Coming Attractions,781,Baseball,,0,0.21,0.21,,,Scout & Steward | T_001_H_033_04
08/12/2026,1,1994 1994 Topps Baseball Brook Fordyce / Bill Pulsipher Coming Attractions #785 Raw,Brook Fordyce / Bill Pulsipher,1994,1994 Topps Baseball,Coming Attractions,785,Baseball,,0,0.22,0.22,,,Scout & Steward | T_001_H_034_01
08/12/2026,1,1994 1994 Topps Baseball Domingo Cedeno / Paul Spoljaric Coming Attractions #776 Raw,Domingo Cedeno / Paul Spoljaric,1994,1994 Topps Baseball,Coming Attractions,776,Baseball,,0,1.32,1.32,,,Scout & Steward | T_001_H_034_02
08/12/2026,1,1994 1994 Topps Baseball Steve Trachsel / Turk Wendell Coming Attractions #778 Raw,Steve Trachsel / Turk Wendell,1994,1994 Topps Baseball,Coming Attractions,778,Baseball,,0,1.66,1.66,,,Scout & Steward | T_001_H_034_03
08/12/2026,1,1994 1994 Topps Baseball Jason Bates / John Burke Coming Attractions #780 Raw,Jason Bates / John Burke,1994,1994 Topps Baseball,Coming Attractions,780,Baseball,,0,0.25,0.25,,,Scout & Steward | T_001_H_034_04
